instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
64202.0,Richard Thompson,1952 Vincent Black Lightning,59.0,0.374,0.488,283493.0,0.209,5.05e-06,A#,0.103,-19.549,Major,0.0369,120.63,0.362,Country
49309.0,Richard Thompson,1952 Vincent Black Lightning,59.0,0.374,0.488,283493.0,0.209,5.05e-06,A#,0.103,-19.549,Major,0.0369,,0.362,Rock
24365.0,The Notorious B.I.G.,1970 Somethin' (feat. The Game and Faith Evans),59.0,0.094,0.7859999999999999,205920.0,0.635,0.0,G#,0.0771,-5.307,Major,0.321,97.315,0.483,Hip-Hop
76656.0,The Notorious B.I.G.,1970 Somethin' (feat. The Game and Faith Evans),59.0,0.094,0.7859999999999999,205920.0,0.635,0.0,G#,0.0771,-5.307,Major,0.321,97.315,0.483,Rap
27467.0,Big K.R.I.T.,1999 (feat. Lloyd),57.0,0.0887,0.6990000000000001,222951.0,0.7,0.0,F#,0.0771,-6.507999999999999,Major,0.212,158.026,0.534,Rap
58169.0,Big K.R.I.T.,1999 (feat. Lloyd),57.0,0.0887,0.6990000000000001,222951.0,0.7,0.0,F#,0.0771,-6.507999999999999,Major,0.212,158.026,0.534,Hip-Hop
57844.0,Big K.R.I.T.,1999 (feat. Lloyd),52.0,0.0887,0.6990000000000001,222951.0,0.7,0.0,F#,0.0771,-6.507999999999999,Major,0.212,158.026,0.534,Alternative
41636.0,A$AP Rocky,1Train,63.0,0.351,0.489,372173.0,0.878,0.0,D,0.698,-3.36,Major,0.368,81.497,0.775,Hip-Hop
50629.0,A$AP Rocky,1Train,63.0,0.351,0.489,372173.0,0.878,0.0,D,0.698,-3.36,Major,0.368,81.497,0.775,Rap
43559.0,Gucci Mane,1st Day Out Tha Feds,52.0,0.00122,0.87,184400.0,0.427,0.000274,E,0.114,-6.711,Major,0.0694,138.013,0.634,Rap
41845.0,Gucci Mane,1st Day Out Tha Feds,52.0,0.00122,0.87,184400.0,0.427,0.000274,E,0.114,-6.711,Major,0.0694,138.013,0.634,Hip-Hop
33627.0,Unk,"2 Step (feat. T-Pain, Jim Jones & E-40)",49.0,0.0564,0.721,322933.0,0.72,0.0,A,0.173,-6.145,Minor,0.192,76.976,0.643,Rap
59278.0,Unk,"2 Step (feat. T-Pain, Jim Jones & E-40)",49.0,0.0564,0.721,322933.0,0.72,0.0,A,0.173,-6.145,Minor,0.192,76.976,0.643,Hip-Hop
67027.0,Earl Sweatshirt,20 Wave Caps,46.0,0.0582,0.498,132373.0,0.748,0.0,G#,0.281,-7.218,Major,0.434,77.601,0.426,Alternative
30312.0,Earl Sweatshirt,20 Wave Caps,52.0,0.0582,0.498,132373.0,0.748,0.0,G#,0.281,-7.218,Major,0.434,77.601,0.426,Hip-Hop
30197.0,Yung Pinch,20 Years Later,66.0,0.2339999999999999,0.76,215189.0,0.517,1.12e-06,A,0.113,-7.282999999999999,Minor,0.11,144.972,0.545,Hip-Hop
29347.0,Yung Pinch,20 Years Later,66.0,0.2339999999999999,0.76,215189.0,0.517,1.12e-06,A,0.113,-7.282999999999999,Minor,0.11,144.972,0.545,Rap
39106.0,50 Cent,21 Questions,72.0,0.3879999999999999,0.547,224427.0,0.807,9.11e-05,F#,0.0436,-4.083,Minor,0.36,79.82300000000001,0.919,Hip-Hop
72175.0,50 Cent,21 Questions,72.0,0.3879999999999999,0.547,224427.0,0.807,9.11e-05,F#,0.0436,-4.083,Minor,0.36,,0.919,Rap
69255.0,Brothers Osborne,21 Summer,63.0,0.0246,0.644,214387.0,0.89,2.57e-05,D,0.103,-6.992999999999999,Major,0.0332,112.027,0.619,Rock
65428.0,Brothers Osborne,21 Summer,63.0,0.0246,0.644,214387.0,0.89,2.57e-05,D,0.103,-6.992999999999999,Major,0.0332,112.027,0.619,Country
23823.0,Rejjie Snow,23,59.0,0.276,0.8029999999999999,181613.0,0.637,1.6800000000000002e-05,E,0.22,-7.191,Minor,0.105,97.03200000000001,0.5,Hip-Hop
27809.0,Rejjie Snow,23,59.0,0.276,0.8029999999999999,181613.0,0.637,1.6800000000000002e-05,E,0.22,-7.191,Minor,0.105,,0.5,Rap
43007.0,Bazanji,23 Freestyle,59.0,0.107,0.705,-1.0,0.765,0.0,B,0.122,-7.495,Minor,0.0513,135.957,0.241,Rap
68114.0,Bazanji,23 Freestyle,59.0,0.107,0.705,99706.0,0.765,0.0,B,0.122,-7.495,Minor,0.0513,135.957,0.241,Hip-Hop
44037.0,Meek Mill,24/7 (feat. Ella Mai),75.0,0.0135,0.657,221522.0,0.711,0.0,C,0.221,-5.355,Major,0.374,86.95700000000001,0.368,Hip-Hop
44695.0,Meek Mill,24/7 (feat. Ella Mai),75.0,0.0135,0.657,221522.0,0.711,0.0,C,0.221,-5.355,Major,0.374,,0.368,Rap
45989.0,Danny Brown,25 Bucks (feat. Purity Ring),49.0,0.32,0.723,210880.0,0.848,0.0,F,0.144,-7.11,Major,0.0833,116.021,0.27,Alternative
22020.0,Danny Brown,25 Bucks (feat. Purity Ring),54.0,0.32,0.723,210880.0,0.848,0.0,F,0.144,-7.11,Major,0.0833,116.021,0.27,Rap
50287.0,Eminem,25 To Life,68.0,0.239,0.701,241587.0,0.931,0.0,G#,0.1939999999999999,-0.945,Minor,0.243,79.99600000000001,0.362,Hip-Hop
48653.0,Eminem,25 To Life,68.0,0.239,0.701,241587.0,0.931,0.0,G#,0.1939999999999999,-0.945,Minor,0.243,79.99600000000001,0.362,Rap
53526.0,"Tyler, The Creator","2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein)",57.0,0.332,0.353,409779.0,0.6940000000000001,6.19e-05,A#,0.611,-7.411,Minor,0.359,89.01700000000001,0.3429999999999999,Rap
33293.0,"Tyler, The Creator","2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein)",57.0,0.332,0.353,409779.0,0.6940000000000001,6.19e-05,A#,0.611,-7.411,Minor,0.359,89.01700000000001,0.3429999999999999,Hip-Hop
81298.0,$uicideBoy$,2nd Hand,74.0,0.0263,0.931,123481.0,0.422,0.0,G,0.102,-6.837999999999999,Major,0.168,139.974,0.102,Rap
53674.0,$uicideBoy$,2nd Hand,74.0,0.0263,0.931,123481.0,0.422,0.0,G,0.102,-6.837999999999999,Major,0.168,139.974,0.102,Hip-Hop
58298.0,Deltron 3030,3030,47.0,0.502,0.495,449480.0,0.7709999999999999,7.290000000000001e-05,C#,0.143,-9.752,Major,0.126,81.615,0.805,Alternative
45355.0,Deltron 3030,3030,49.0,0.502,0.495,-1.0,0.7709999999999999,7.290000000000001e-05,C#,0.143,-9.752,Major,0.126,81.615,0.805,Hip-Hop
61477.0,Future,31 DAYS,62.0,0.267,0.875,240682.0,0.644,0.0,C#,0.125,-6.553999999999999,Major,0.222,,0.7879999999999999,Rap
83754.0,Future,31 DAYS,62.0,0.267,0.875,-1.0,0.644,0.0,C#,0.125,-6.553999999999999,Major,0.222,139.086,0.7879999999999999,Hip-Hop
34036.0,Dom Kennedy,323 Go Crazy,51.0,0.123,0.6990000000000001,168315.0,0.442,5.84e-06,C,0.0906,-8.543,Minor,0.315,164.02599999999998,0.474,Rap
27648.0,Dom Kennedy,323 Go Crazy,51.0,0.123,0.6990000000000001,168315.0,0.442,5.84e-06,C,0.0906,-8.543,Minor,0.315,164.02599999999998,0.474,Hip-Hop
34990.0,Jhene Aiko,3:16AM,54.0,0.295,0.621,200720.0,0.434,0.0675,D,0.123,-11.0,Minor,0.138,150.132,0.0399,Rap
23727.0,Jhene Aiko,3:16AM,50.0,0.295,0.621,200720.0,0.434,0.0675,D,0.123,-11.0,Minor,0.138,150.132,0.0399,Alternative
42556.0,Chief Keef,3Hunna,49.0,0.0435,0.6940000000000001,208707.0,0.684,0.0,D#,0.397,-5.145,Major,0.0412,122.06299999999999,0.286,Hip-Hop
41630.0,Chief Keef,3Hunna,49.0,0.0435,0.6940000000000001,208707.0,0.684,0.0,D#,0.397,-5.145,Major,0.0412,122.06299999999999,0.286,Rap
86954.0,Modest Mouse,3rd Planet,51.0,0.326,0.536,238493.0,0.5670000000000001,1.87e-05,G,0.109,-7.512,Major,0.113,82.191,0.433,Rock
43726.0,Modest Mouse,3rd Planet,47.0,0.326,0.536,238493.0,0.5670000000000001,1.87e-05,G,0.109,-7.512,Major,0.113,82.191,0.433,Alternative
85362.0,Belly,4 Days,58.0,0.0423,0.8390000000000001,190480.0,0.5720000000000001,0.0,A#,0.0905,-5.312,Minor,0.0945,97.991,0.4039999999999999,Rap
45099.0,Belly,4 Days,58.0,0.0423,0.8390000000000001,190480.0,0.5720000000000001,0.0,A#,0.0905,-5.312,Minor,0.0945,97.991,0.4039999999999999,Hip-Hop
88804.0,Tory Lanez,4 Me,57.0,0.331,0.369,228187.0,0.444,0.0,A#,0.152,-10.074,Minor,0.2319999999999999,89.572,0.385,Hip-Hop
69814.0,Tory Lanez,4 Me,57.0,0.331,0.369,228187.0,0.444,0.0,A#,0.152,-10.074,Minor,0.2319999999999999,89.572,0.385,Rap
46033.0,G Herbo,4 Nem,51.0,0.27,0.8,201726.0,0.8079999999999999,0.0,F#,0.18,-3.4360000000000004,Minor,0.16,122.041,0.5820000000000001,Rap
87269.0,G Herbo,4 Nem,51.0,0.27,0.8,201726.0,0.8079999999999999,0.0,F#,0.18,-3.4360000000000004,Minor,0.16,122.041,0.5820000000000001,Hip-Hop
47153.0,Rich The Kid,4 Phones,76.0,0.0269,0.926,217339.0,0.523,0.000293,C#,0.103,-5.915,Major,0.158,141.983,0.205,Rap
81779.0,Rich The Kid,4 Phones,76.0,0.0269,0.926,217339.0,0.523,0.000293,C#,0.103,-5.915,Major,0.158,141.983,0.205,Hip-Hop
41221.0,Ari Lennox,40 Shades of Choke,62.0,0.619,0.733,-1.0,0.508,0.00452,F,0.0491,-7.962000000000001,Major,0.461,,0.867,Rap
81338.0,Ari Lennox,40 Shades of Choke,52.0,0.619,0.733,212670.0,0.508,0.00452,F,0.0491,-7.962000000000001,Major,0.461,104.62,0.867,Alternative
90478.0,"Tyler, The Creator",435,60.0,0.00247,0.539,-1.0,0.804,0.000185,A#,0.4629999999999999,-5.504,Minor,0.172,85.75200000000001,0.7979999999999999,Hip-Hop
58019.0,"Tyler, The Creator",435,60.0,0.00247,0.539,93840.0,0.804,0.000185,A#,0.4629999999999999,-5.504,Minor,0.172,85.75200000000001,0.7979999999999999,Rap
26806.0,Shinedown,45,66.0,0.0022,0.446,250093.0,0.657,0.0,G,0.1889999999999999,-4.494,Major,0.0262,152.132,0.215,Rock
72510.0,Shinedown,45,63.0,0.0022,0.446,250093.0,0.657,0.0,G,0.1889999999999999,-4.494,Major,0.0262,152.132,0.215,Alternative
55699.0,Shinedown,45,66.0,0.0022,0.446,-1.0,0.657,0.0,G,0.1889999999999999,-4.494,Major,0.0262,152.132,0.215,Rap
68458.0,GZA,4th Chamber,52.0,0.032,0.557,276968.0,0.4529999999999999,0.0008539999999999,B,0.104,-6.237,Major,0.218,179.23,0.0393,Alternative
83486.0,GZA,4th Chamber,57.0,0.032,0.557,276968.0,0.4529999999999999,0.0008539999999999,B,0.104,-6.237,Major,0.218,179.23,0.0393,Hip-Hop
65842.0,Shooter Jennings,4th Of July / He Stopped Loving Her Today - Medley,50.0,0.0115,0.487,265413.0,0.883,0.0,A,0.638,-5.28,Major,0.0481,132.967,0.626,Rock
25834.0,Shooter Jennings,4th Of July / He Stopped Loving Her Today - Medley,50.0,0.0115,0.487,265413.0,0.883,0.0,A,0.638,-5.28,Major,0.0481,132.967,0.626,Country
65291.0,Dierks Bentley,5-1-5-0,62.0,0.0246,0.5539999999999999,182893.0,0.8490000000000001,0.000233,C#,0.31,-5.181,Minor,0.0357,116.992,0.6829999999999999,Country
29175.0,Dierks Bentley,5-1-5-0,62.0,0.0246,0.5539999999999999,182893.0,0.8490000000000001,0.000233,C#,0.31,-5.181,Minor,0.0357,116.992,0.6829999999999999,Rock
29348.0,Bryson Tiller,502 Come Up,58.0,0.192,0.61,196107.0,0.66,0.0,A#,0.107,-5.558,Minor,0.104,118.852,0.419,Hip-Hop
31492.0,Bryson Tiller,502 Come Up,58.0,0.192,0.61,196107.0,0.66,0.0,A#,0.107,-5.558,Minor,0.104,118.852,0.419,Rap
75399.0,Gabriel Garzón-Montano,6 8,50.0,0.894,0.8240000000000001,-1.0,0.136,0.0035,C,0.0765,-7.938,Major,0.0588,115.03,0.155,Jazz
24937.0,Gabriel Garzón-Montano,6 8,45.0,0.904,0.6679999999999999,-1.0,0.0556,0.00281,C,0.0752,-13.137,Major,0.0811,115.896,0.165,Alternative
40109.0,Lil Wayne,6 Foot 7 Foot,71.0,0.000707,0.365,248587.0,0.7509999999999999,0.0,D,0.318,-5.428999999999999,Major,0.304,79.119,0.604,Rap
41832.0,Lil Wayne,6 Foot 7 Foot,71.0,0.000707,0.365,248587.0,0.7509999999999999,0.0,D,0.318,-5.428999999999999,Major,0.304,79.119,0.604,Hip-Hop
66910.0,YG,666 (feat. YoungBoy Never Broke Again),63.0,0.0101,0.866,279320.0,0.6859999999999999,0.0,D,0.0895,-7.52,Major,0.285,82.499,0.504,Hip-Hop
33214.0,YG,666 (feat. YoungBoy Never Broke Again),63.0,0.0101,0.866,279320.0,0.6859999999999999,0.0,D,0.0895,-7.52,Major,0.285,82.499,0.504,Rap
88225.0,Catfish and the Bottlemen,7,65.0,0.000204,0.531,256307.0,0.711,0.00291,A#,0.108,-4.933,Major,0.0398,155.06799999999998,0.2789999999999999,Alternative
48912.0,Catfish and the Bottlemen,7,70.0,0.000204,0.531,256307.0,0.711,0.00291,A#,0.108,-4.933,Major,0.0398,155.06799999999998,0.2789999999999999,Rock
83464.0,Vince Staples,745,61.0,0.115,0.785,227560.0,0.476,0.00165,C#,0.092,-9.805,Major,0.115,118.931,0.223,Hip-Hop
47122.0,Vince Staples,745,61.0,0.115,0.785,-1.0,0.476,0.00165,C#,0.092,-9.805,Major,0.115,,0.223,Rap
29262.0,Blues Saraceno,7th Born Son,33.0,0.000341,0.485,197760.0,0.916,0.0556,D,0.347,-6.422000000000001,Minor,0.0523,135.067,0.611,Blues
88931.0,Blues Saraceno,7th Born Son,35.0,0.000341,0.485,197760.0,0.916,0.0556,D,0.347,-6.422000000000001,Minor,0.0523,135.067,0.611,Classical
39694.0,Lecrae,8:28,47.0,0.0996,0.609,189880.0,0.682,0.0,B,0.366,-6.611000000000001,Major,0.395,134.253,0.337,Alternative
80733.0,Lecrae,8:28,52.0,0.0996,0.609,189880.0,0.682,0.0,B,0.366,-6.611000000000001,Major,0.395,134.253,0.337,Hip-Hop
65587.0,"Tyler, The Creator",911 / Mr. Lonely,73.0,0.0456,0.48,255653.0,0.61,0.0,C,0.313,-7.042000000000001,Major,0.305,90.03399999999999,0.297,Rap
32151.0,"Tyler, The Creator",911 / Mr. Lonely,73.0,0.0456,0.48,255653.0,0.61,0.0,C,0.313,-7.042000000000001,Major,0.305,90.03399999999999,0.297,Hip-Hop
46621.0,Souls Of Mischief,93 'Til Infinity,67.0,0.125,0.59,-1.0,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,0.688,Alternative
31691.0,Souls Of Mischief,93 'Til Infinity,69.0,0.125,0.59,286440.0,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,0.688,Hip-Hop
24215.0,Souls Of Mischief,93 'Til Infinity,69.0,0.125,0.59,286440.0,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,0.688,Rap
63918.0,Souls Of Mischief,93 'Til Infinity,69.0,0.125,0.59,286440.0,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,0.688,Jazz
20452.0,"Hank Williams, Jr.",A Country Boy Can Survive,63.0,0.144,0.688,255000.0,0.4589999999999999,0.0,G,0.0816,-9.353,Major,0.0365,75.184,0.493,Rock
44800.0,"Hank Williams, Jr.",A Country Boy Can Survive,62.0,0.144,0.688,255000.0,0.4589999999999999,0.0,G,0.0816,-9.353,Major,0.0365,75.184,0.493,Country
74926.0,Pop Evil,A Crime To Remember,55.0,0.011,0.551,202762.0,0.914,6.09e-05,G,0.321,-4.147,Minor,0.0934,129.803,0.419,Rap
78905.0,Pop Evil,A Crime To Remember,55.0,0.011,0.551,-1.0,0.914,6.09e-05,G,0.321,-4.147,Minor,0.0934,129.803,0.419,Rock
81988.0,Korn,A Different World (feat. Corey Taylor),55.0,0.000389,0.5760000000000001,200960.0,0.785,0.0109,A#,0.103,-4.873,Major,0.0355,105.118,0.406,Rap
54361.0,Korn,A Different World (feat. Corey Taylor),51.0,0.000389,0.5760000000000001,200960.0,0.785,0.0109,A#,0.103,-4.873,Major,0.0355,105.118,0.406,Alternative
49353.0,Coheed and Cambria,A Favor House Atlantic,56.0,0.0007059999999999,0.294,234707.0,0.97,0.0,E,0.123,-4.942,Major,0.265,166.475,0.144,Rock
85588.0,Coheed and Cambria,A Favor House Atlantic,53.0,0.0007059999999999,0.294,234707.0,0.97,0.0,E,0.123,-4.942,Major,0.265,166.475,0.144,Alternative
91026.0,Thievery Corporation,A Gentle Dissolve,42.0,0.107,0.5539999999999999,169627.0,0.546,0.927,F,0.152,-11.289,Major,0.0383,79.017,0.1169999999999999,Electronic
83740.0,Thievery Corporation,A Gentle Dissolve,43.0,0.107,0.5539999999999999,169627.0,0.546,0.927,F,0.152,-11.289,Major,0.0383,79.017,0.1169999999999999,Jazz
53212.0,Easton Corbin,A Girl Like You,68.0,0.0178,0.74,217840.0,0.777,1.27e-06,F,0.0665,-4.405,Major,0.0329,104.98899999999999,0.8340000000000001,Country
81928.0,Easton Corbin,A Girl Like You,68.0,0.0178,0.74,217840.0,0.777,1.27e-06,F,0.0665,-4.405,Major,0.0329,,0.8340000000000001,Rock
43326.0,A$AP Twelvyy,A Glorious Death,54.0,0.083,0.6940000000000001,225200.0,0.595,4.52e-06,A#,0.0628,-5.926,Minor,0.298,119.859,0.138,Rap
61365.0,A$AP Twelvyy,A Glorious Death,54.0,0.083,0.6940000000000001,225200.0,0.595,4.52e-06,A#,0.0628,-5.926,Minor,0.298,119.859,0.138,Hip-Hop
40985.0,Sturgill Simpson,A Little Light,44.0,0.138,0.623,99773.0,0.5720000000000001,0.0,F,0.132,-7.105,Major,0.0323,109.37700000000001,0.8440000000000001,Country
44781.0,Sturgill Simpson,A Little Light,41.0,0.138,0.623,99773.0,0.5720000000000001,0.0,F,0.132,-7.105,Major,0.0323,109.37700000000001,0.8440000000000001,Alternative
47766.0,Pete Rock,A Little Soul,55.0,0.0078099999999999,0.727,341200.0,0.605,0.83,A#,0.2239999999999999,-8.302999999999999,Minor,0.0711,181.53900000000002,0.687,Hip-Hop
35046.0,Pete Rock,A Little Soul,55.0,0.0078099999999999,0.727,341200.0,0.605,0.83,A#,0.2239999999999999,-8.302999999999999,Minor,0.0711,181.53900000000002,0.687,Jazz
42997.0,Thompson Square,A Love Like This,60.0,0.0249,0.65,200387.0,0.856,0.0,C#,0.109,-4.351,Major,0.0397,125.992,0.462,Country
69527.0,Thompson Square,A Love Like This,60.0,0.0249,0.65,200387.0,0.856,0.0,C#,0.109,-4.351,Major,0.0397,125.992,0.462,Rock
84761.0,T-Pain,A Million Times (feat. O.T. Genasis),59.0,0.0761,0.738,293345.0,0.519,0.0,G,0.092,-5.403,Minor,0.185,96.061,0.61,Hip-Hop
76957.0,T-Pain,A Million Times (feat. O.T. Genasis),59.0,0.0761,0.738,293345.0,0.519,0.0,G,0.092,-5.403,Minor,0.185,96.061,0.61,Rap
44776.0,Moderat,A New Error,59.0,0.0287,0.7170000000000001,367307.0,0.46,0.785,B,0.0661,-11.326,Minor,0.0372,110.993,0.0961,Alternative
80395.0,Moderat,A New Error,63.0,0.0287,0.7170000000000001,367307.0,0.46,0.785,B,0.0661,-11.326,Minor,0.0372,110.993,0.0961,Electronic
29162.0,Drake,A Night Off (feat. Lloyd),67.0,0.374,0.611,193963.0,0.508,3.87e-06,B,0.168,-5.573,Minor,0.0741,103.61200000000001,0.368,Rap
66180.0,Drake,A Night Off (feat. Lloyd),67.0,0.374,0.611,193963.0,0.508,3.87e-06,B,0.168,-5.573,Minor,0.0741,103.61200000000001,0.368,Hip-Hop
27425.0,Disturbed,A Reason to Fight,65.0,0.0158,0.591,284293.0,0.5710000000000001,0.0,F#,0.13,-5.573,Minor,0.0248,75.04,0.26,Rap
42563.0,Disturbed,A Reason to Fight,61.0,0.0158,0.591,284293.0,0.5710000000000001,0.0,F#,0.13,-5.573,Minor,0.0248,75.04,0.26,Alternative
50187.0,Flatbush Zombies,A Spike Lee Joint (feat. Anthony Flammia),54.0,0.139,0.785,255213.0,0.511,0.000214,F#,0.657,-12.335,Major,0.211,105.639,0.484,Rap
47305.0,Flatbush Zombies,A Spike Lee Joint (feat. Anthony Flammia),54.0,0.139,0.785,-1.0,0.511,0.000214,F#,0.657,-12.335,Major,0.211,105.639,0.484,Hip-Hop
39269.0,Etta James,A Sunday Kind Of Love,62.0,0.87,0.385,198867.0,0.281,0.0,D,0.267,-9.567,Minor,0.0287,81.416,0.47,Jazz
52071.0,Etta James,A Sunday Kind Of Love,58.0,0.87,0.385,198867.0,0.281,0.0,D,0.267,-9.567,Minor,0.0287,,0.47,Blues
55488.0,Etta James,A Sunday Kind of Love,44.0,0.746,0.396,-1.0,0.257,0.0,D,0.3329999999999999,-10.943,Minor,0.0304,71.50399999999999,0.407,Blues
29473.0,Etta James,A Sunday Kind of Love,48.0,0.746,0.396,196080.0,0.257,0.0,D,0.3329999999999999,-10.943,Minor,0.0304,71.50399999999999,0.407,Jazz
60624.0,Lemon Jelly,A Tune for Jack,53.0,0.0535,0.5720000000000001,405867.0,0.745,0.043,F,0.317,-8.208,Major,0.0521,186.00599999999997,0.718,Electronic
51519.0,Lemon Jelly,A Tune for Jack,54.0,0.0535,0.5720000000000001,405867.0,0.745,0.043,F,0.317,-8.208,Major,0.0521,186.00599999999997,0.718,Jazz
36632.0,Korn,A.D.I.D.A.S.,60.0,0.00406,0.3339999999999999,153600.0,0.898,0.0202,B,0.162,-6.821000000000001,Minor,0.196,110.36399999999999,0.226,Rock
47241.0,Korn,A.D.I.D.A.S.,56.0,0.00406,0.3339999999999999,153600.0,0.898,0.0202,B,0.162,-6.821000000000001,Minor,0.196,110.36399999999999,0.226,Alternative
45268.0,Korn,A.D.I.D.A.S.,60.0,0.00406,0.3339999999999999,153600.0,0.898,0.0202,B,0.162,-6.821000000000001,Minor,0.196,110.36399999999999,0.226,Rap
74658.0,LiSA,ADAMAS,62.0,0.0090599999999999,0.508,225000.0,0.991,1.28e-05,C#,0.316,-1.768,Minor,0.123,95.524,0.295,Rock
57951.0,LiSA,ADAMAS,58.0,0.0090599999999999,0.508,225000.0,0.991,1.28e-05,C#,0.316,-1.768,Minor,0.123,95.524,0.295,Anime
90208.0,J. Cole,ATM,77.0,0.115,0.7190000000000001,216727.0,0.497,0.0,G#,0.0898,-7.661,Major,0.6809999999999999,81.65100000000001,0.345,Rap
31200.0,J. Cole,ATM,77.0,0.115,0.7190000000000001,216727.0,0.497,0.0,G#,0.0898,-7.661,Major,0.6809999999999999,81.65100000000001,0.345,Hip-Hop
78898.0,Shinedown,ATTENTION ATTENTION,55.0,0.000443,0.524,230520.0,0.975,0.296,G,0.877,-2.914,Major,0.0629,160.03,0.58,Rock
56888.0,Shinedown,ATTENTION ATTENTION,51.0,0.000443,0.524,-1.0,0.975,0.296,G,0.877,-2.914,Major,0.0629,160.03,0.58,Alternative
26735.0,System Of A Down,ATWA,61.0,0.00357,0.376,176200.0,0.787,0.0,F,0.552,-4.731,Minor,0.0395,,0.372,Alternative
86914.0,System Of A Down,ATWA,65.0,0.00357,0.376,176200.0,0.787,0.0,F,0.552,-4.731,Minor,0.0395,87.105,0.372,Rock
55407.0,System Of A Down,ATWA,65.0,0.00357,0.376,176200.0,0.787,0.0,F,0.552,-4.731,Minor,0.0395,87.105,0.372,Rap
